Название,Производитель,Содержание,Количество на складе,Цена,Ссылка,Ссылка на изображение
Доксазозин таблетки 4 мг 30 шт,"ОБОЛЕНСКОЕ ФП, РоссияДоксазозин",Доксазозин,None,297 ₽,https://366.ru/p/doksazozinfpo-tab-4mg-30-48293/,https://media.366.ru/sys_master/product/h21/hc3/8821233811486.jpg
Омник капсулы 400мкг N100,"АСТЕЛЛАС ФАРМА, РоссияТамсулозин",Тамсулозин,None,2 430 ₽,https://366.ru/p/omnik-kaps-s-modificir-vysv-0-4mg-100-48567/,https://media.366.ru/sys_master/product/hfe/hdb/9630956879902.png
Визарсин-Ку таблетки диспергируемые 50 мг 4 шт,"KRKA, СловенияСилденафил",Силденафил,None,980 ₽,https://366.ru/p/vizarsinku-tab-d-rass-50mg-4-48811/,https://media.366.ru/sys_master/product/h33/h8f/8816931110942.jpg
Визарсин Ку-таб таблетки диспергерируемые 100 мг 4 шт,"KRKA, СловенияСилденафил",Силденафил,None,1 272 ₽,https://366.ru/p/vizarsinku-tab-d-rass-100mg-4-48809/,https://media.366.ru/sys_master/product/hfe/hc4/8817888231454.jpg
"Тамсулозин ретард-OBL таблетки 0,4 мг 30 шт","ОБОЛЕНСКОЕ ФП, РоссияТамсулозин",Тамсулозин,None,568 ₽,https://366.ru/p/tamsulozin-retard-tabl-0-4mg-30-49357/,https://media.366.ru/sys_master/product/h94/hba/8816986193950.jpg
Урорек капсулы 8 мг 30 шт,"РУСФИК, ИталияСилодозин",Силодозин,None,1 126 ₽,https://366.ru/p/urorek-kaps-8mg-30-49978/,https://media.366.ru/sys_master/product/h01/h2d/8817013260318.jpg
Финастерид Тева таблетки покрытые оболочкой 5мг N30,"ТЕВА, ИзраильФинастерид",Финастерид,None,354 ₽,https://366.ru/p/finasteridteva-tab-p-pl-ob-5mg-30-49952/,https://media.366.ru/sys_master/product/hdd/h02/8821380382750.jpg
Фурадонин Авексима таблетки 50 мг 20 шт,"ИРБИТСКИЙ ХФЗ, РоссияНитрофурантоин",Нитрофурантоин,None,158 ₽,https://366.ru/p/furadonin-aveksima-tabl-50mg-n20-52619/,https://media.366.ru/sys_master/product/hcf/h7b/8817041571870.jpg
Уролесан капсулы 40 шт,"КИЕВМЕДПРЕПАРАТ, УкраинаДушицы обыкновенной травы экстракт+Клещевины обыкновенной семян масло+Моркови дикой семян экстракт+Мяты перечной листьев масло+Пихты масло+Хмеля сопло",Душицы обыкновенной травы экстракт+Клещевины обыкновенной семян масло+Моркови дикой семян экстракт+Мяты перечной листьев масло+Пихты масло+Хмеля сопло,None,537 ₽,https://366.ru/p/urolesan-kaps-40-52811/,https://media.366.ru/sys_master/product/h53/h3e/8821459615774.jpg
Алфупрост МР таблетки 10 мг 30 шт,"РАНБАКСИ, ИндияАлфузозин",Алфузозин,None,966 ₽,https://366.ru/p/alfuprost-mr-tab-prolog-10mg-30-54846/,https://media.366.ru/sys_master/product/h25/hfc/8822698246174.jpg
Верона капсулы 60 шт,"Herbion, ПакистанЯкорцев стелющихся травы экстракт",Якорцев стелющихся травы экстракт,None,753 ₽,https://366.ru/p/verona-kaps-60-54857/,https://media.366.ru/sys_master/product/he8/h4b/8818575704094.jpg
Урофурагин таблетки 30 шт,"ПОЛЬФА, ПольшаФуразидин",Фуразидин,None,380 ₽,https://366.ru/p/urofuragin-tab-50mg-30-55147/,https://media.366.ru/sys_master/product/h87/h2f/8817096917022.jpg
"Тамсулозин-OBL капсулы 0,4 мг 30 шт","ОБОЛЕНСКОЕ ФП, РоссияТамсулозин",Тамсулозин,None,577 ₽,https://366.ru/p/tamsulozinobl-kaps-0-4mg-n30-55761/,https://media.366.ru/sys_master/product/h9f/ha8/8817124671518.jpg
Фурагин Актифур капсулы 50 мг 30 шт,"ОБОЛЕНСКОЕ ФП, РоссияФуразидин",Фуразидин,None,569 ₽,https://366.ru/p/furagin-aktifur-tab-50mg-30-57971/,https://media.366.ru/sys_master/product/h0e/h69/8818674106398.jpg
Бетмига таблетки пролонгированного действия 50 мг 30 шт,"АСТЕЛЛАС ФАРМА, Нидерланды",None,None,3 349 ₽,https://366.ru/p/betmiga-tab-p-pl-ob-50mg-30-58064/,https://media.366.ru/sys_master/product/h91/he9/8817988993054.jpg
Бетмига таблетки пролонгированного действия 50 мг 10 шт,"АСТЕЛЛАС ФАРМА, Нидерланды",None,None,832 ₽,https://366.ru/p/betmiga-tab-p-pl-ob-50mg-10-58063/,https://media.366.ru/sys_master/product/h2c/h29/8817988632606.jpg
Простатилен суппозитории ректальные 30 мг 10 шт,"ЦИТОМЕД МБНПК, РоссияПростаты экстракт",Простаты экстракт,None,826 ₽,https://366.ru/p/prostatilen-supp-rekt-30mg-10-58528/,https://media.366.ru/sys_master/product/h9f/h55/8818304352286.jpg
"Омсулозин капсулыпролонгированного действия 0,4мг N30","РАНБАКСИ, ИндияТамсулозин",Тамсулозин,None,503 ₽,https://366.ru/p/omsulozin-retard-tabl-0-4mg-30-58995/,https://media.366.ru/sys_master/product/hf9/hd9/8818001149982.jpg
"Дуодарт капсулы 0,5 мг + 0,4 мг 90 шт","КАТАЛЕНТ ГЕРМАНИЯ ШОРНДОРФ, ГерманияДутастерид + Тамсулозин",Дутастерид + Тамсулозин,None,4 822 ₽,https://366.ru/p/duodart-kaps-0-5mg-0-4mg-90-59206/,https://media.366.ru/sys_master/product/h26/h4e/9246040195102.jpg
"Дуодарт капсулы 0,5 мг + 0,4 мг 30 шт","КАТАЛЕНТ ГЕРМАНИЯ ШОРНДОРФ, ГерманияДутастерид + Тамсулозин",Дутастерид + Тамсулозин,None,2 165 ₽,https://366.ru/p/duodart-kaps-0-5mg-0-4mg-30-59205/,https://media.366.ru/sys_master/product/h0f/h0f/9246040653854.jpg
Ролитен таблетки 2 мг 30 шт,"РАНБАКСИ, ИндияТолтеродин",Толтеродин,None,670 ₽,https://366.ru/p/roliten-tab-p-pl-ob-2mg-30-59511/,https://media.366.ru/sys_master/product/h00/h90/8818441748510.jpg
Простатилен суппозитории ректальные 50 мг 5 шт,"ЦИТОМЕД МБНПК, РоссияПростаты экстракт",Простаты экстракт,None,576 ₽,https://366.ru/p/prostatilen-supp-rekt-50mg-5-60835/,https://media.366.ru/sys_master/product/h00/h87/8818516066334.jpg
Простатилен лиофилизат ампулы 5 мг 10 шт,"ЦИТОМЕД МБНПК, РоссияПростаты экстракт",Простаты экстракт,None,424 ₽,https://366.ru/p/prostatilen-liof-d-prig-rr-v-m-5mg-10-61917/,https://media.366.ru/sys_master/product/h36/h69/8818515148830.jpg
Вивайра таблетки жевательные 100 мг 1 шт,"Белупо Лтд., ХорватияСилденафил",Силденафил,None,630 ₽,https://366.ru/p/vivajra-tab-zhev-100mg-1-62599/,https://media.366.ru/sys_master/product/h05/h16/8818754682910.jpg
Вивайра таблетки жевательные 50 мг 1 шт,"Белупо Лтд., ХорватияСилденафил",Силденафил,None,500 ₽,https://366.ru/p/vivajra-tab-zhev-50mg-1-62597/,https://media.366.ru/sys_master/product/h11/he9/8818755141662.jpg
Вивайра таблетки жевательные 100 мг 2 шт,"Белупо Лтд., ХорватияСилденафил",Силденафил,None,840 ₽,https://366.ru/p/vivajra-tab-zhev-100mg-2-62600/,https://media.366.ru/sys_master/product/hf6/he7/8818754912286.jpg
Трибестан таблетки 250 мг 180 шт,"СОФАРМА, БолгарияЯкорцев стелющихся травы экстракт",Якорцев стелющихся травы экстракт,None,5 038 ₽,https://366.ru/p/tribestan-tab-p-o-250mg-180-62558/,https://media.366.ru/sys_master/product/hfc/hdc/8818662408222.jpg
Вивайра таблетки жевательные 50 мг 2 шт,"Белупо Лтд., ХорватияСилденафил",Силденафил,None,690 ₽,https://366.ru/p/vivajra-tab-zhev-50mg-2-62598/,https://media.366.ru/sys_master/product/haf/h22/8818755371038.jpg
Ренисамин таблетки 10 мг 40 шт,"КЛИНИКА ИНСТИТ.БИОРЕГУЛЯЦ. И ГЕРОНТОЛОГИИ, Россия",None,None,586 ₽,https://366.ru/p/renisamin-tab-p-o10mg-40-62650/,https://media.366.ru/sys_master/product/h37/h1f/8833409024030.png
Фурагин таблетки 10 шт,"ОБОЛЕНСКОЕ ФП, РоссияФуразидин",Фуразидин,None,144 ₽,https://366.ru/p/furaginobl-tab-50mg-10-12773/,https://media.366.ru/sys_master/product/hf4/h1e/8829993746462.jpg
Индигал капсулы 400 мг 120 шт,"МИРАКС БИО ФАРМА, Россия",None,None,2 021 ₽,https://366.ru/p/indigal-kaps-400mg-120-26340/,https://media.366.ru/sys_master/product/h5e/he3/8819541770270.jpg
Простагут Форте капсулы 60 шт,"Dr. Willmar Schwabe, ГерманияПальмы ползучей плодов экстракт",Пальмы ползучей плодов экстракт,None,1 212 ₽,https://366.ru/p/prostagut-forte-kaps-60-31857/,https://media.366.ru/sys_master/product/h84/hea/8829994663966.jpg
Простакор раствор ампулы 1 мл 10 шт,"МИКРОГЕН, Россия",None,None,470 ₽,https://366.ru/p/prostakor-rr-v-m-5mg-ml-1ml-amp-10-25920/,https://media.366.ru/sys_master/product/h83/h14/8839072743454.jpg
Уралит-у гранулы 280г,ГерманияКалия натрия гидроцитрат,Калия натрия гидроцитрат,None,1 314 ₽,https://366.ru/p/uralitu-granul-280g-10460/,https://media.366.ru/sys_master/product/hfd/hfa/8839135068190.jpg
Афалаза таблетки для рассасывания 100 шт,"МАТЕРИА МЕДИКА, РоссияАнтитела к простатспецифическому антигену и эндотелиальной NO синтазе аффинно очищенные",Антитела к простатспецифическому антигену и эндотелиальной NO синтазе аффинно очищенные,None,853 ₽,https://366.ru/p/afalaza-tab-d-rassasyvanija-100-64745/,https://media.366.ru/sys_master/product/hdb/hee/8839103479838.jpg
Силденафил-СЗ таблетки 100 мг 10 шт,"Северная Звезда, РоссияСилденафил",Силденафил,None,468 ₽,https://366.ru/p/sildenafilsz-tab-p-pl-ob-100mg-10-43649/,https://media.366.ru/sys_master/product/hae/h84/8839153483806.jpg
Фосфорал Ромфарм гранулы 3 г 8 г,"К.О. Ромфарм Компани С.Р.Л., Румыния",None,None,507 ₽,https://366.ru/p/fosforal-romfarm-gran-3g-pak-8g-ind-up-67881/,https://media.366.ru/sys_master/product/hd9/h2b/8839187693598.jpg
Эвалар Эффекс трибулус таблетки 250 мг 60 шт,"ЭВАЛАР, Россия",None,None,2 101 ₽,https://366.ru/p/effeks-tribulus-tab-250mg-n60-70238/,https://media.366.ru/sys_master/product/h88/h20/9611934400542.jpg
Эвалар Эффекс Силденафил таблетки 100 мг 15 шт,"ЭВАЛАР, Россия",None,None,724 ₽,https://366.ru/p/effeks-sildenafil-tab-p-pl-ob-100mg-n15-70237/,https://media.366.ru/sys_master/product/h9d/h4d/9611934171166.jpg
Омник окас таблетки конт.высв.покрытые оболочкой 400мкг N10.,АСТЕЛЛАС ФАРМАТамсулозин,Тамсулозин,None,300 ₽,https://366.ru/p/omnik-okas-tab-kont-vysv-p-o-400mkg-10-20451/,https://media.366.ru/sys_master/product/he1/he7/9047722262558.jpg
"Омник капсулы 0,4 мг 10 шт","ЗиО-Здоровье, РоссияТамсулозин",Тамсулозин,None,401 ₽,https://366.ru/p/omnik-kaps-s-modificir-vysv-0-4mg-10-7276/,https://media.366.ru/sys_master/product/h6e/he2/9047721607198.jpg
Аденурик 120 мг 28 шт,"Berlin-Chemie, Германия",None,None,3 490 ₽,https://366.ru/p/adenurik-120-mg-28-193067/,https://media.366.ru/sys_master/product/h6a/ha6/8966222151710.jpg
Кардура таблетки 2 мг 30 шт,"Пфайзер+, ГерманияДоксазозин",Доксазозин,None,596 ₽,https://366.ru/p/kardura-tab-2mg-30-30438/,https://media.366.ru/sys_master/product/he6/h21/9120675463198.jpg
Примаксетин таблетки 30 мг 6 шт,"ОБОЛЕНСКОЕ ФП, РоссияДапоксетин",Дапоксетин,None,719 ₽,https://366.ru/p/primaksetin-tabl-30mg-n6-197836/,https://media.366.ru/sys_master/product/h61/h68/8998276300830.jpg
Простопин суппозитории ректальные 10 шт,РоссияМаточное молочко + Перга + Прополис + Пыльца цветочная,Маточное молочко + Перга + Прополис + Пыльца цветочная,None,672 ₽,https://366.ru/p/prostopin-supp-rekt-10-203733/,https://media.366.ru/sys_master/product/hba/h13/9188859150366.jpg
Феназалгин таблетки 100 мг 10 шт,"Обнинская химико-фармацевтическая компания, РоссияФеназопиридин",Феназопиридин,None,629 ₽,https://366.ru/p/fenazalgin-tabl-p-o-100mg-n10-204054/,https://media.366.ru/sys_master/product/h5b/h5d/9192298217502.png
Антипрост таблетки N120,"МАРБИОФАРМ, Россия",None,None,1 604 ₽,https://366.ru/p/antiprost-tabl-120-203991/,https://media.366.ru/sys_master/product/hc3/h4c/9327527624734.png
Секнидокс таблетки 1 г 2 шт,"Лаборатория-Бейли-Креат, ФранцияСекнидазол",Секнидазол,None,653 ₽,https://366.ru/p/seknidoks-tabl-p-o-1gr-2-204181/,https://media.366.ru/sys_master/product/h7f/h66/9200325066782.png
Силденафил-фпо таблетки 100 мг 4 шт,Россия,None,None,314 ₽,https://366.ru/p/sildenafilfpo-tabl-p-pl-ob-100mg-4-205899/,https://media.366.ru/sys_master/product/h0a/h87/9346512257054.jpg
Тадалафил-СЗ таблетки 20 мг 1 шт,"Северная Звезда, Россия",None,None,101 ₽,https://366.ru/p/tadalafil-sz-tabl-p-pl-ob-20mg-n1-204981/,https://media.366.ru/sys_master/product/hf7/hf0/9270720462878.jpg
Силденафил-фпо таблетки 50 мг 10 шт,"Обнинская химико-фармацевтическая компания, Россия",None,None,472 ₽,https://366.ru/p/sildenafilfpo-tabl-p-pl-ob-50mg-10-205901/,https://media.366.ru/sys_master/product/h99/haf/9346516811806.jpg
Уронормин-ф порошок саше 3 г 1 шт,"Фармстандарт+, РоссияФосфомицин",Фосфомицин,None,525 ₽,https://366.ru/p/uronormin-f-por-d-r-ra-paket-3g-1-205369/,https://media.366.ru/sys_master/product/h14/hdf/9316515512350.jpg
Силденафил-СЗ таблетки покрытые оболочкой 50мг №20,"Северная Звезда, Россия",None,None,670 ₽,https://366.ru/p/sildenafil-sz-tab-p-pl-ob-50mg-20-187951/,https://media.366.ru/sys_master/product/hb1/he9/9296417521694.jpg
Динамико лонг табл покрытые пленочной оболочкой 5мг N28,"ТЕВА, ИзраильТадалафил",Тадалафил,None,3 456 ₽,https://366.ru/p/dinamiko-long-tabl-p-pl-ob-5mg-28-204396/,https://media.366.ru/sys_master/product/hfe/h07/9218768535582.jpg
Уронормин-ф порошок саше 3 г 2 шт,"Фармстандарт+, РоссияФосфомицин",Фосфомицин,None,1 053 ₽,https://366.ru/p/uronormin-f-por-d-r-ra-paket-3g-2-205598/,https://media.366.ru/sys_master/product/ha1/hb3/9339196014622.png
Уро Ваксом капсулы 6 мг 90 шт,"АСТЕЛЛАС ФАРМА, ШвейцарияЛизат бактерий [Esсheriсhia сoli]",Лизат бактерий [Esсheriсhia сoli],None,3 971 ₽,https://366.ru/p/urovaksom-kaps-6mg-90-205877/,https://media.366.ru/sys_master/product/ha6/h65/9385172008990.jpg
Силденафил-СЗ таблетки покрытые оболочкой 50мг №10,"Северная Звезда, Россия",None,None,396 ₽,https://366.ru/p/sildenafil-sz-tab-p-pl-ob-50mg-10-43651/,https://media.366.ru/sys_master/product/h1e/ha0/9296412246046.jpg
Силденафил-фпо таблетки 100 мг 10 шт,Россия,None,None,564 ₽,https://366.ru/p/sildenafilfpo-tabl-p-pl-ob-100mg-10-205898/,https://media.366.ru/sys_master/product/h96/hc0/9346511405086.jpg
Силденафил-фпо таблетки 100 мг 20 шт,Россия,None,None,861 ₽,https://366.ru/p/sildenafilfpo-tabl-p-pl-ob-100mg-20-205900/,https://media.366.ru/sys_master/product/h65/had/9346513174558.jpg
Силденафил-фпо таблетки 50 мг 4 шт,Россия,None,None,241 ₽,https://366.ru/p/sildenafilfpo-tabl-p-pl-ob-50mg-4-205902/,https://media.366.ru/sys_master/product/h2d/ha3/9346518941726.jpg
Тадалафил-СЗ табл п/пл.об 20мг N8,Россия,None,None,791 ₽,https://366.ru/p/tadalafil-sz-tabl-p-pl-ob-20mg-n8-204983/,https://media.366.ru/sys_master/product/h7d/hd5/9270721380382.jpg
Динамико Лонг таблетки 20 мг 1 шт,"ТЕВА, ИзраильТадалафил",Тадалафил,None,837 ₽,https://366.ru/p/dinamiko-long-tabl-p-pl-ob-20mg-n1-204395/,https://media.366.ru/sys_master/product/h80/hec/9218771746846.jpg
Вивайра таблетки жевательные 50 мг 4 шт,"Белупо Лтд., ХорватияСилденафил",Силденафил,None,950 ₽,https://366.ru/p/vivajra-tabl-zhev-50mg-4-206522/,https://media.366.ru/sys_master/product/h20/hc3/9517745340446.jpg
Тадалафил-СЗ таблетки 5 мг 28 шт,"Северная Звезда, Россия",None,None,735 ₽,https://366.ru/p/tadalafil-sz-tabl-p-pl-ob-5mg-n28-204980/,https://media.366.ru/sys_master/product/he4/hfa/9270720004126.jpg
Тадалафил-СЗ таблетки 20 мг 4 шт,"Северная Звезда, Россия",None,None,476 ₽,https://366.ru/p/tadalafil-sz-tabl-p-pl-ob-20mg-n4-204982/,https://media.366.ru/sys_master/product/hcf/h27/9270720921630.jpg
Силденафил-СЗ таблетки 100 мг 20 шт,"Северная Звезда, Россия",None,None,758 ₽,https://366.ru/p/sildenafil-sz-tab-p-pl-ob-100mg-20-187952/,https://media.366.ru/sys_master/product/h64/h08/9296417980446.jpg
Динамико Лонг таблетки 5 мг 14 шт,"ТЕВА, ИзраильТадалафил",Тадалафил,None,2 070 ₽,https://366.ru/p/dinamiko-long-tabl-p-pl-ob-5mg-14-204397/,https://media.366.ru/sys_master/product/h4b/he9/9218768994334.jpg
Силденафил-СЗ таблетки 100 мг 4 шт,"Северная Звезда, Россия",None,None,289 ₽,https://366.ru/p/sildenafil-sz-tab-p-pl-ob-100mg-4-43650/,https://media.366.ru/sys_master/product/h4c/h17/9296411787294.jpg
Теразозин таблетки 2мг N20,"НЬЮФАРМ, РоссияТеразозин",Теразозин,None,512 ₽,https://366.ru/p/terazozin-tab-2mg-20-37030/,https://media.366.ru/sys_master/product/h5e/he3/8819541770270.jpg
Теразозин таблетки 2мг N20,"НЬЮФАРМ, РоссияТеразозин",Теразозин,None,512 ₽,https://366.ru/p/terazozin-tab-2mg-20-63261/,https://media.366.ru/sys_master/product/h03/h2a/8818780373022.jpg
Уронекст саше 7 шт,"ПЕТРОВАКС, Словения",None,None,795 ₽,https://366.ru/p/uronekst-sashe-7-211837/,https://media.366.ru/sys_master/product/hf2/hf9/9912277696542.jpg
Фурагин-Озон таблетки 50 мг 30 шт,"Озон, Россия",None,None,284 ₽,https://366.ru/p/furaginozon-tab-50mg-30-40200/,
Тадалафил-СЗ таблетки 5 мг 30 шт,"Северная Звезда, РоссияТадалафил",Тадалафил,None,779 ₽,https://366.ru/p/tadalafilsz-tab-p-pl-ob-5mg-n30-300326/,https://media.366.ru/sys_master/product/h41/he0/10062823456798.jpg
Силденафил таблетки 50 мг 1 шт,"Озон, РоссияСилденафила цитрат",Силденафила цитрат,None,123 ₽,https://366.ru/p/sildenafil-tabl-p-p-o-50mg-1-210591/,https://media.366.ru/sys_master/product/h22/ha9/10099708297246.jpg
"Вита Верде брусника листья фильтр пакетики 1,5 г 20 шт","Грин Сайд, Россия",None,None,84 ₽,https://366.ru/p/vita-verde-brusnika-list-f-p-1-5g-20-211305/,https://media.366.ru/sys_master/product/h8f/hb6/9900785893406.png
Уропрост суппозитории ректальные 10мг 10 шт,"АЛЬТФАРМ, Россия",None,None,994 ₽,https://366.ru/p/uroprost-supp-rekt-10mg-10-211349/,https://media.366.ru/sys_master/product/h99/h8a/9845761277982.jpg
Силденафил-СЗ таблетки 50 мг 14 шт,"Северная Звезда, РоссияСилденафила цитрат",Силденафила цитрат,None,418 ₽,https://366.ru/p/sildenafilsz-tabl-p-o-50mg-n14-300320/,https://media.366.ru/sys_master/product/h33/h62/10062820704286.jpg
Калимейт порошок для приема внутрь 5г n21,,None,None,1 781 ₽,https://366.ru/p/kalimejt-por-d-priema-vnutr-5g-n21-193462/,https://media.366.ru/sys_master/product/h89/h59/9107706675230.jpg
Силденафил-СЗ таблетки 25 мг 20 шт,"Северная Звезда, РоссияСилденафила цитрат",Силденафила цитрат,None,353 ₽,https://366.ru/p/sildenafilsz-tabl-p-o-25mg-n20-300319/,https://media.366.ru/sys_master/product/hf0/hb0/10062820245534.jpg
Соликса-Ксантис таблетки 10 мг 30 шт,"Ксантис фарма +, РоссияСолифенацина сукцинат",Солифенацина сукцинат,None,653 ₽,https://366.ru/p/soliksaksantis-tabl-p-pl-ob-10mg-n30-300660/,https://media.366.ru/sys_master/product/h6b/h10/10100861403166.jpg
Милурит таблетки 300 мг 30 шт,"ЭГИС, Венгрия",None,None,155 ₽,https://366.ru/p/milurit-tabl-300mg-30-209646/,https://media.366.ru/sys_master/product/h4c/ha7/9720698175518.jpg
Тадалафил-Вертекс таблетки 20 мг 5 шт,"ВЕРТЕКС, РоссияТадалафил",Тадалафил,None,810 ₽,https://366.ru/p/tadalafilverte-tab-p-pl-ob-20mg-n5-300325/,https://media.366.ru/sys_master/product/h1e/h8d/10062822998046.jpg
Сеалекс силденафил таблетки 50 мг 4 шт,"ОКСФОРД ЛАБОРАТОРИЗ, Индия",None,None,773 ₽,https://366.ru/p/sealeks-sildenafil-tabl-p-pl-ob-50mg-4-205932/,https://media.366.ru/sys_master/product/h3c/h3d/9346524512286.jpg
Силденафил-СЗ гранулы 50 мг 4 шт,"Северная Звезда, РоссияСилденафила цитрат",Силденафила цитрат,None,148 ₽,https://366.ru/p/sildenafilsz-granuly-d-priema-vn-50mg-n4-300317/,https://media.366.ru/sys_master/product/h1a/ha6/10062819262494.jpg
Силденафил-СЗ таблетки 100 мг 14 шт,"Северная Звезда, РоссияСилденафила цитрат",Силденафила цитрат,None,539 ₽,https://366.ru/p/sildenafilsz-tabl-p-o-100mg-n14-300318/,https://media.366.ru/sys_master/product/hd6/hfa/10062819786782.jpg
Корнам таблетки 2 мг 30 шт,"САНДОЗ, СловенияТеразозин",Теразозин,None,678 ₽,https://366.ru/p/kornam-tab-2mg-30-28506/,https://media.366.ru/sys_master/product/he4/hda/8818404818974.jpg
Тадалафил-Вертекс таблетки 20 мг 1 шт,"ВЕРТЕКС, РоссияТадалафил",Тадалафил,None,230 ₽,https://366.ru/p/tadalafilverte-tab-p-pl-ob-20mg-n1-300322/,https://media.366.ru/sys_master/product/h8c/hd4/10062821621790.jpg
"Вита Верде фитосбор почечный фильтр пакетики 1,5 г 20 шт","Грин Сайд, Россия",None,None,88 ₽,https://366.ru/p/vita-verde-fitosbor-pochechnyj-f-p-1-5g20-211308/,https://media.366.ru/sys_master/product/h89/h40/9900786810910.png
Артезин таблетки 2 мг 30 шт,"ВАЛЕНТА+, РоссияДоксазозин",Доксазозин,None,453 ₽,https://366.ru/p/artezin-tab-2mg-30-42462/,https://media.366.ru/sys_master/product/h8a/hb6/8820400390174.jpg
Милурит таблетки 100 мг 50 шт,"ЭГИС, Венгрия",None,None,189 ₽,https://366.ru/p/milurit-tabl-100mg-50-209645/,https://media.366.ru/sys_master/product/h0d/h4e/9720697716766.jpg
Тадалафил Бактэр таблетки 5 мг 14 шт,"КАНОНФАРМА ПРОДАКШН, РоссияТадалафил",Тадалафил,None,944 ₽,https://366.ru/p/tadalafilbakter-tabl-p-pl-ob-5mg-n14-300321/,https://media.366.ru/sys_master/product/h26/h93/10062821163038.jpg
Сеалекс силденафил таблетки 50 мг 1 шт,"ОКСФОРД ЛАБОРАТОРИЗ, Индия",None,None,396 ₽,https://366.ru/p/sealeks-sildenafil-tabl-p-pl-ob-50mg-1-205931/,https://media.366.ru/sys_master/product/hfd/h06/9346522349598.jpg
Тадалафил-Вертекс таблетки 20 мг 2 шт,"ВЕРТЕКС, РоссияТадалафил",Тадалафил,None,408 ₽,https://366.ru/p/tadalafilverte-tab-p-pl-ob-20mg-n2-300324/,https://media.366.ru/sys_master/product/h2e/h54/10062822539294.jpg
Тадалафил-СЗ таблетки 20 мг 10 шт,"Северная Звезда, РоссияТадалафил",Тадалафил,None,886 ₽,https://366.ru/p/tadalafilsz-tb-p-p-o-20-mg-10-300327/,https://media.366.ru/sys_master/product/h18/h17/10062823915550.jpg
Сеалекс Силденафил таблетки 100 мг 1 шт,"ОКСФОРД ЛАБОРАТОРИЗ, Индия",None,None,492 ₽,https://366.ru/p/sealeks-sildenafil-tabl-p-pl-ob-100mg-1-205929/,https://media.366.ru/sys_master/product/h95/he6/9346519990302.jpg
Тадалафил-Вертекс таблетки 20 мг 10 шт,"ВЕРТЕКС, РоссияТадалафил",Тадалафил,None,1 349 ₽,https://366.ru/p/tadalafilverte-tab-p-pl-ob-20mg-n10-300323/,https://media.366.ru/sys_master/product/h19/h36/10062822080542.jpg
Феназалгин таблетки 100 мг 12 шт,"НИЖФАРМ, РоссияФеназопиридин",Феназопиридин,None,709 ₽,https://366.ru/p/fenazalgin-tabl-pok-p-o-100-mg-12-210160/,https://media.366.ru/sys_master/product/hed/h8d/9932599164958.jpg
Уронормин-ф порошок саше 2 г 1 шт,"Фармстандарт+, РоссияФосфомицин",Фосфомицин,None,416 ₽,https://366.ru/p/uronormin-f-por-d-r-ra-paket-2g-1-205599/,https://media.366.ru/sys_master/product/h52/h2a/9339197095966.jpg
Фурагин таблетки 50 мг 30 шт,"ОЛАЙНФАРМ, ЛатвияФуразидин",Фуразидин,None,371 ₽,https://366.ru/p/furagin-tabl-50mg-30-210953/,https://media.366.ru/sys_master/product/hda/h40/9899444633630.jpg
Силденафил-СЗ гранулы 100 мг 4 шт,"Северная Звезда, РоссияСилденафила цитрат",Силденафила цитрат,None,168 ₽,https://366.ru/p/sildenafilsz-granuly-d-priema-vn-100mg-n4-300316/,https://media.366.ru/sys_master/product/h94/h07/10062818803742.jpg
Соликса-Ксантис таблетки 5 мг 30 шт,"Ксантис фарма +, РоссияСолифенацина сукцинат",Солифенацина сукцинат,None,557 ₽,https://366.ru/p/soliksaksantis-tabl-p-pl-ob-5mg-n30-300661/,https://media.366.ru/sys_master/product/hf3/h43/10100861861918.jpg
